"type","value","source"
"url","http://15.235.172.219/vmeo/getlink?id=dcaathur","public"
"url","http://15.235.172.219/vmeo/link/dcaathur.txt","public"
"url","http://160.25.232.62/bee/BEE02_H.txt","public"
"url","http://160.25.232.62/vmeo/getlink?id=bee02h","public"
"url","http://196.251.84.144/suc/And_st.txt","public"
"url","http://196.251.84.144/suc/zk2.txt","public"
"url","https://0x0.st/8fVG.txt","public"
"url","https://github.com/jeryrymoore/Iterm2","public"
"url","https://goo.su/aSqtBmg","public"
"url","https://icloudservers.com/gm/install.sh","public"
"url","https://icloudservers.com/gm/update","public"
"url","https://is.gd/PvLoKt","public"
"url","https://macostutorial.com/iterm2/install.sh","public"
"url","https://macostutorial.com/iterm2/update","public"
"url","https://paste.rs/Gc2BJ","public"
"url","https://pastebin.pl/view/raw/ae4cceca","public"
"url","https://t.ly/EidCollection1112","public"
"url","https://t.ly/RossiDoria&Associati","public"
"url","https://t.ly/cCEsy","public"
"url","https://t.ly/rsyAl","public"
"url","https://t.ly/vqpvk","public"
"url","https://t.me/LoneNone","public"
"url","https://t2m.io/9zPbQxa","public"
"url","https://t2m.io/Ob4WBcu","public"
"url","https://t2m.io/SiemensAG","public"
"domain","adobe-updater.net","public"
"domain","backup-leaks.fun","public"
"domain","blue-decryptor.site","public"
"domain","catherinereynolds.info","public"
"domain","doc-mil.ru","public"
"domain","etti-deti.online","public"
"domain","etti-deti.ru","public"
"domain","locker-c2.onion","public"
"domain","mac-safer.com","public"
"domain","mail.catherinereynolds.info","public"
"domain","rescue-mac.com","public"
"domain","roscosmosmeet.online","public"
"domain","roscosmosmeet.ru","public"
"domain","securestore.cv","public"
"domain","shinra-encrypt-support.xyz","public"
"domain","updatingservices.net","public"
"domain","varying-rentals-calgary-predict.trycloudflare.com","public"
"hash_sha1","0488509B4DBC16DCB6D5F531E3C8B9A59B69E522","public"
"hash_sha1","08E2EDEEA11515C5C83A9D14D723D29939549978","public"
"hash_sha1","1041F2DF7770456E3759A86F7DB3CD9B29FB6A39","public"
"hash_sha1","21B233C0100948D3829740BD2D2D05DC35159CCB","public"
"hash_sha1","26DF8E86FAA6EE9C19A22B9AC35DD08983E794AF","public"
"hash_sha1","27DAAA589D76C8E6A7190D63CFC6DAEA4281EE4B","public"
"hash_sha1","2EEB94FD24B66284F5E2F19EC6B284255D1A4C0D","public"
"hash_sha1","462653D8B96C6EE9CCA5C09B2955588E5AF40256","public"
"hash_sha1","535374B9391410798EE9490EADE689996809BC12","public"
"hash_sha1","5E9934C1ED5DA62DC7D05E5C2A9D364DBB06D3A6","public"
"hash_sha1","602751B9F1CD94813163FCFE3CAB64C7D2A3A64C","public"
"hash_sha1","64EE90631ECF47D5D0F1916007F96069083292CC","public"
"hash_sha1","65FFE173A0F48711531C1CC8155D32C55569FACB","public"
